route,url,route_file,template_type,indexable,robots,canonical,canonical_relation,in_sitemap,redirect_target,title,h1_count,source_sha256_12
/polityka-konfidentsijnosti/,https://maxsite.com.ua/polityka-konfidentsijnosti/,polityka-konfidentsijnosti/index.html,supporting-page,true,"index, follow",https://maxsite.com.ua/polityka-konfidentsijnosti/,self,true,,Політика конфіденційності | MAX SITE,1,cdd414b67d6d
/portfolio/,https://maxsite.com.ua/portfolio/,portfolio/index.html,portfolio-index,true,"index, follow",https://maxsite.com.ua/portfolio/,self,true,,Портфоліо сайтів для бізнесу | MAX SITE,1,3aaf321e3c2e
/portfolio/fo-dez/,https://maxsite.com.ua/portfolio/fo-dez/,portfolio/fo-dez/index.html,case,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/portfolio/fo-dez/,self,true,,FO-DEZ — кейс сайту спеціалізованих послуг | MAX SITE,1,08bb1383f166
/portfolio/formula-chystoty/,https://maxsite.com.ua/portfolio/formula-chystoty/,portfolio/formula-chystoty/index.html,case,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/portfolio/formula-chystoty/,self,true,,Формула Чистоти — кейс сайту клінінгу | MAX SITE,1,a203ad22749b
/portfolio/max-site/,https://maxsite.com.ua/portfolio/max-site/,portfolio/max-site/index.html,case,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/portfolio/max-site/,self,true,,MAX SITE — self-case SEO-системи та сайту студії,1,36f13d7ce356
/poslugy/,https://maxsite.com.ua/poslugy/,poslugy/index.html,supporting-page,true,"index, follow",https://maxsite.com.ua/poslugy/,self,true,,Розробка сайтів і програм для бізнесу | MAX SITE,1,f71ed3fd8390
/privacy.html,https://maxsite.com.ua/privacy.html,privacy.html,supporting-page,false,"noindex, follow",https://maxsite.com.ua/polityka-konfidentsijnosti/,alternate,false,https://maxsite.com.ua/polityka-konfidentsijnosti/,Політика конфіденційності | MAX SITE,1,30d34d145096
/pro-nas/,https://maxsite.com.ua/pro-nas/,pro-nas/index.html,supporting-page,true,"index, follow",https://maxsite.com.ua/pro-nas/,self,true,,Про MAX SITE | Сайти під ключ для бізнесу,1,73ced7d2b35e
/qa-checklist/,https://maxsite.com.ua/qa-checklist/,qa-checklist/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/qa-checklist/,self,true,,Чекліст запуску сайту | MAX SITE,1,0a9d8e813953
/redesign-saytu/,https://maxsite.com.ua/redesign-saytu/,redesign-saytu/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/redesign-saytu/,self,true,,Редизайн сайту для бізнесу | MAX SITE,1,11b0bbe5d883
/rozrobka-nextjs/,https://maxsite.com.ua/rozrobka-nextjs/,rozrobka-nextjs/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/rozrobka-nextjs/,self,true,,Розробка сайтів на Next.js для бізнесу | MAX SITE,1,97334e3d3274
/rozrobka-wordpress/,https://maxsite.com.ua/rozrobka-wordpress/,rozrobka-wordpress/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/rozrobka-wordpress/,self,true,,Розробка сайтів на WordPress під ключ | MAX SITE,1,64e1fe2dd2dd
/sajty-dlya-poslug/,https://maxsite.com.ua/sajty-dlya-poslug/,sajty-dlya-poslug/index.html,supporting-page,true,"index, follow",https://maxsite.com.ua/sajty-dlya-poslug/,self,true,,Сайт для послуг під ключ | MAX SITE,1,535937171e59
/sayt-vizytka/,https://maxsite.com.ua/sayt-vizytka/,sayt-vizytka/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/sayt-vizytka/,self,true,,Сайт-візитка для бізнесу під ключ | MAX SITE,1,0073efcc62d1
/seo-first/,https://maxsite.com.ua/seo-first/,seo-first/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/seo-first/,self,true,,Методологія MAX SITE SEO-FIRST™,1,139330066925
/seo-prosuvannya/,https://maxsite.com.ua/seo-prosuvannya/,seo-prosuvannya/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/seo-prosuvannya/,self,true,,SEO-просування сайтів для бізнесу | MAX SITE,1,40966418c7d8
/seo-sajt-pid-google/,https://maxsite.com.ua/seo-sajt-pid-google/,seo-sajt-pid-google/index.html,money-page,true,"index, follow",https://maxsite.com.ua/seo-sajt-pid-google/,self,true,,SEO-сайт під Google для бізнесу | MAX SITE,1,117705e11c5c
/stvorennya-internet-mahazynu/,https://maxsite.com.ua/stvorennya-internet-mahazynu/,stvorennya-internet-mahazynu/index.html,money-page,true,"index, follow",https://maxsite.com.ua/stvorennya-internet-mahazynu/,self,true,,Створення інтернет-магазину під ключ | MAX SITE,1,920c87d91773
/stvorennya-korporatyvnoho-saytu/,https://maxsite.com.ua/stvorennya-korporatyvnoho-saytu/,stvorennya-korporatyvnoho-saytu/index.html,money-page,true,"index, follow",https://maxsite.com.ua/stvorennya-korporatyvnoho-saytu/,self,true,,Створення корпоративного сайту під ключ | MAX SITE,1,48a4470c8007
/stvorennya-landing-page/,https://maxsite.com.ua/stvorennya-landing-page/,stvorennya-landing-page/index.html,money-page,true,"index, follow",https://maxsite.com.ua/stvorennya-landing-page/,self,true,,Створення Landing Page під ключ | MAX SITE,1,8a90b73c0f67
/stvorennya-lendingiv/,https://maxsite.com.ua/stvorennya-lendingiv/,stvorennya-lendingiv/index.html,supporting-page,false,"noindex, follow",https://maxsite.com.ua/stvorennya-landing-page/,alternate,false,https://maxsite.com.ua/stvorennya-landing-page/,Створення лендінгів для реклами | MAX SITE,1,344eeffd5a67
/stvorennya-program/,https://maxsite.com.ua/stvorennya-program/,stvorennya-program/index.html,money-page,true,"index, follow",https://maxsite.com.ua/stvorennya-program/,self,true,,Створення програм для бізнесу під ключ | MAX SITE,1,57f7bee9e245
/stvorennya-sajtiv-pid-klyuch/,https://maxsite.com.ua/stvorennya-sajtiv-pid-klyuch/,stvorennya-sajtiv-pid-klyuch/index.html,supporting-page,false,"noindex, follow",https://maxsite.com.ua/stvorennya-saytiv/,alternate,false,https://maxsite.com.ua/stvorennya-saytiv/,Створення сайтів під ключ для бізнесу | MAX SITE,1,c844d444e617
/stvorennya-saytiv/,https://maxsite.com.ua/stvorennya-saytiv/,stvorennya-saytiv/index.html,money-page,true,"index, follow",https://maxsite.com.ua/stvorennya-saytiv/,self,true,,Замовити сайт під ключ в Україні | MAX SITE,1,7e5f2ef2dd42
/stvorennya-saytu-dlya-biznesu/,https://maxsite.com.ua/stvorennya-saytu-dlya-biznesu/,stvorennya-saytu-dlya-biznesu/index.html,money-page,true,"index, follow",https://maxsite.com.ua/stvorennya-saytu-dlya-biznesu/,self,true,,Створення сайту для бізнесу під ключ | MAX SITE,1,93978fb01200
/tehnichne-seo/,https://maxsite.com.ua/tehnichne-seo/,tehnichne-seo/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/tehnichne-seo/,self,true,,Технічне SEO та аудит сайту | MAX SITE,1,1856245eb0c7
/zasnovnyk/,https://maxsite.com.ua/zasnovnyk/,zasnovnyk/index.html,supporting-page,true,"index, follow, max-image-preview:large",https://maxsite.com.ua/zasnovnyk/,self,true,,Засновник MAX SITE | Відповідальність за проєкт,1,e7de0d983def
